account_id,degree_centrality,betweenness_centrality,pagerank,clustering_coeff,eigenvector_centrality,amount_zscore,velocity,entropy_risk,cluster_density,n_sent,n_received,total_sent,mean_sent,unique_receivers
ACC00146,-0.006151742860452945,-0.01659979103656806,-0.019768776237308914,0.08030078433110248,0.0,0.27982286021330266,-0.00037178427757989305,0.0005170237815826313,-0.0070237539126048664,0.042001198807024985,-0.0017298677551788315,0.015210903157265053,0.06451933549478593,0.06133711807833371
ACC01769,-0.008067537720260113,-0.02353711671551721,-0.037379018516838225,-0.03437224423410464,0.0,-0.19014652687010877,-0.00046492357171001674,-0.020373718099697024,-0.01730280308120117,-0.024677253017092556,-0.014255824747746549,-0.03833527954838255,-0.05357600203840946,-0.02544824405522758
ACC00132,-0.01045714971327837,-0.02255153863474393,-0.012247482357769892,-0.06725502342467969,0.0,-0.17095770969731103,-0.00038676377144825487,-8.145915830312695e-05,-0.026179549822115438,-0.005072779769926206,-0.024319989455680566,-0.04111766024538597,-0.05639169634793132,-0.010917689817721999
ACC00674,0.004802351779457231,-0.024356792755879694,-0.03752581842508918,-0.04124029185036572,0.0,-0.1900279180290337,-0.001428470197093773,-0.03571226348279283,-0.014152493577383697,-0.03754049206252893,0.0029222808457969075,-0.04282444620026124,-0.05309866034458773,-0.027753477916533962
ACC00910,-0.005748407645104505,-0.055206063663182446,-0.03087509663969755,-0.029003055464761573,0.0,-0.19627477441692795,-0.000533189742712164,-0.020159516213895546,-0.006586478370132122,-0.024816233355389596,0.004353421317640272,-0.0398594243517579,-0.059358930659163256,-0.02386874301121114
ACC01454,-0.00845117085400216,-0.020846104660402497,0.04366121894304665,0.08114112600552743,0.0,0.2891774462466672,-0.00021834579201482896,0.004356386646315798,0.002843021662060252,-0.005802822212268408,0.002220128282783289,0.03821761335898321,0.08278281540547001,-0.007017805248460926
ACC01866,0.07003281227756421,0.0894414512331704,0.008634908144702476,-0.0020072671269034713,0.0,-0.11228085536311116,-0.0005369376695907824,0.01671942248344984,0.014937670848210434,-0.003193767747781994,0.07175232003823052,0.012004790785301162,-0.0035750177726197926,0.00013397765308316147
ACC00809,-0.013975127722721487,-0.028767555960371317,-0.05018732502191847,-0.03977527996976161,0.0,-0.18501183279826022,-0.0003974421532227446,0.00012526630982170637,-0.01950631659563843,-0.016319782944703962,-0.015310059093694945,-0.03644058446424009,-0.05315519369618499,-0.019215258105399386
ACC00993,-0.01833652461053948,-0.06373267460718543,-0.02758251002927095,-0.029959675115869593,0.0,-0.17603759188172793,-0.0003384480648644423,-0.001434367807213358,-0.018876207034835616,-0.012098621973013183,-0.028747913575191377,-0.0491055036811012,-0.05371685217180216,-0.01796960166368136
ACC01660,-0.015207246767114702,-0.01815890010295951,-0.049106761608769485,-0.04688527462620044,0.0,-0.19043769614633066,-0.0007598481162022401,-0.01806031120131964,-0.009712715915869924,-0.022278253520079602,-0.010250137468022492,-0.03926402569454334,-0.055254452518743474,-0.022560868530140006
ACC00336,-0.015264646604852553,-0.052244407596186,-0.05206735306593835,-0.033801047043659715,0.0,-0.18777467560654235,-0.0007341999471145041,-0.00285734748949497,-0.011446349890552371,-0.012950697992867514,-0.010987969439490356,-0.04319095044775239,-0.05734427346386957,-0.017272573627975164
ACC00105,-0.010490280752156746,-0.009372706898227685,-0.050014777158236746,-0.0396068416831886,0.0,-0.20552077623300563,-0.0006536036775741804,7.919894007444556e-05,-0.021843088982279282,-0.018628950828871383,0.004531518013259572,-0.05124813949111085,-0.054756195649708586,-0.03041184781526987
ACC01215,-0.018083365549833686,0.0012142687330329452,-0.027209507135848496,-0.0482403624559997,0.0,-0.16894230281988376,-0.0007553494298817117,-0.027842904640453862,-0.015985654628528332,-0.03217968975092065,-0.028914983987289474,-0.040757359055120936,-0.052866412777394935,-0.027372868718172967
ACC01652,-0.014553388976597097,-0.017580560524827964,-0.03937184398861179,-0.04291975916654613,0.0,-0.19598727918194392,-0.0005506134354377888,-0.013580942858380718,-0.009959521073099237,-0.021261545970200472,-0.015789219678500156,-0.045794413490104664,-0.04881434218890519,-0.0217730616831407
ACC01296,0.013586233820661004,0.001989990498717817,-0.06661459939263584,-0.032893811414769596,0.0,-0.19147690750702856,-0.0018918305825905743,-0.006348275662888714,-0.0240175434393286,-0.015575268838500762,0.0068254035545171005,-0.04318023620023796,-0.04473217168974212,-0.013607475362469128
ACC01370,-0.009892230709452082,-0.05530629452239873,-0.040808318894565265,-0.04807288353798224,0.0,-0.18915089576474914,-0.00040405549705129396,-4.4424534368322e-05,-0.010964053736724353,-0.01669359640878216,-0.013161663698820814,-0.039702186824932366,-0.05582231961789036,-0.017913568468579735
ACC01216,0.020035038438540397,0.06740746590468359,-0.023594086705714827,0.020158597993464214,0.0,-0.09756221697672034,-0.000424868118335762,0.036682550524443525,0.0069591332523024985,0.01315058691942463,0.034253384083536384,-0.0036214084599051556,-0.015316624700077714,0.003935955628062391
ACC01653,-0.013393002380604521,0.006958047318834253,-0.04723518278989231,-0.04263316602644181,0.0,-0.19001919794113428,-0.0006243450801901613,-0.02470733048813049,-0.008310091047114236,-0.02759657306567276,-0.011898447456962592,-0.05085035612199755,-0.046428422088945605,-0.031198425048043817
ACC01483,-0.011553712253601032,-0.04971614179048554,-0.02313019564165861,-0.031346849442719156,0.0,-0.18577447739958777,-0.00034391100346190206,-0.006639384224918447,-0.01684887874080272,-0.010800098430338466,-0.02533282415263907,-0.03906015178863332,-0.06608633673763328,-0.011303530609816167
ACC00853,-0.019987939976643977,-0.03378939641657962,-0.02459746941149192,-0.03775161521603567,0.0,-0.19605319335469873,-0.00039461463115974074,-0.002413817310036031,-0.007960088920219372,-0.01651098034330767,-0.02326866812469776,-0.04125356732182914,-0.0543191611819444,-0.009635980007652142
ACC00323,0.007030551103407443,-0.019786175679833616,-0.02787883390071829,-0.041830174725332445,0.0,-0.1824530161163755,-0.0008211547995908561,-0.032487564551176636,-0.012967717075296231,-0.04243871696623924,-0.016925662955913637,-0.03870496425480954,-0.050846090415839526,-0.027826971878578168
ACC00230,-0.01624987579212339,-0.042627358514033466,-0.0437538383334217,-0.036162779821962185,0.0,-0.18807967715290713,-0.0007160565521162439,-0.01312177033021683,-0.010316722813137374,-0.022084895037229164,-0.011801110565556707,-0.03987669407663061,-0.04925107746072863,-0.02389463576623263
ACC00056,-0.005183694738267236,0.00832603206205238,-0.05712207226347733,-0.04982622428257985,0.0,-0.2154503494688345,-0.001476936851560241,-0.0015185091233162063,-0.013288364843425278,-0.015972002372707995,0.001286302082615705,-0.04278622140056492,-0.06706752974712771,-0.017856921269102325
ACC01621,-0.0071559616673534075,-0.019964318113743502,-0.03518157432870692,-0.03234460538460026,0.0,-0.21152583301472522,-0.0006098240654451841,-0.00530272528234763,-0.01989901097973729,-0.014887275419791804,-0.016522041317751174,-0.04188430596028764,-0.06435353202331333,-0.018305484658492504
ACC01324,-0.007822017996041694,-0.013325540367322586,-0.02229120655734568,-0.04808566265043027,0.0,-0.16678821206365121,-0.00048658013418557554,-0.020678887724546145,-0.01169499795573397,-0.03652584589857535,-0.018532187080412627,-0.04307805084891712,-0.048594046163416636,-0.03003325677571646
